N.;MeditsCode;Scientific Name                                                 valid;Authorship ;Source;Reference;Remarks;CATFAU;CODLON;GSAs;Year
1300;SPARPAG;Pagrus pagrus;(Linnaeus, 1758);C;139.11.03;a60;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1301;SPASCRE;Sparisoma cretense;(Linnaeus, 1758);C;152.01.01;;Ao;0;25;2012 (25)
1302;SPATINE;Spatangus subinermis;Pomel, 1887;;;e32;Eec;;18;2013 (18)
1303;SPATPUR;Spatangus purpureus;O.F. Müller, 1776;R;p. 559 Tav. 222;;Eec;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 18, 19;2011 (9, 18)
1304;SPHAGRA;Sphaerechinus granularis;(Lamarck, 1816);F;TOX Sphaer 1;;Eec;0;1, 5, 6, 11, 18, 19;2011 (18)
1305;SPHENIT;Sphaerozius nitidus;Stimpson, 1858;;;?;B;;1;2013 (1)
1306;SPHOCUT;Sphoeroides pachygaster;(Müller & Troschel, 1848);C / G;204.3.2 / 208;a61 AL;Ao;0;1, 6, 15, 16, 18, 19, 20, 25;
1307;SPHRCOR;Sphaerococcus coronopifolius;Stackhouse, 1797 ;;;;V;;5;2013 (5)
1308;SPHRRHI;Sphaerococcus rhizophylloides;Rodríguez & Femenìas, 1895 ;;;?;V;;5;2013 (5)
1309;SPHYSPY;Sphyraena sphyraena;(Linnaeus, 1758);C;180.01.01;;Ao;0;1, 6, 7, 9, 10, 16, 17, 18, 19, 20, 22, 23;
1310;SPICFLE;Spicara flexuosa;Rafinesque, 1810 ;C;141.02.02;;Ao;0;1, 2, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1311;SPICMAE;Spicara maena;(Linnaeus, 1758);C;141.02.01;;Ao;0;1, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1312;SPICSMA;Spicara smaris;(Linnaeus, 1758);C;141.02.03;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1313;SPICSPP;Spicara spp.;Rafinesque, 1810;C;141.2;;Ao;0;7, 8;
1314;SPISSOL;Spisula solida;(Linnaeus, 1758);;;?;Dmb;;1, 2;2014 (1, 2)
1315;SPISSPP;Spisula spp.;Gray, 1837;F;MACTR;;Emb;0;1, 6;
1316;SPISSUB;Spisula subtruncata;(Da Costa, 1778);F;MACTR;;Emb;0;6;
1317;SPOADAE;Spongiidae;Gray, 1867;;;;Esp;;5;2013 (5)
1318;SPODCAN;Spondyliosoma cantharus;(Linnaeus, 1758);C;139.10.01;;Ao;0;1, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 22;
1319;SPOGFRU;Spongites fruticulosa;Kützing, 1841;;;;V;;5;2013 (5)
1320;SPONOFF;Spongia officinalis;Linnaeus, 1759;F;SPONG Spong 1a;;Esp;0;5, 11, 19;2011 (19)
1321;SPRASPR;Sprattus sprattus;(Linnaeus, 1758);C;33.05.01;;Ao;0;6, 7, 8, 16, 17, 18, 19, 20, 22;
1322;SQUAACA;Squalus acanthias;Linnaeus, 1758;C;16.01.01;;Ae;0;1, 5, 6, 7, 8, 9, 10, 11, 16, 17, 18, 20, 22, 23, 25;
1323;SQUABLA;Squalus blainville;(Risso, 1827);C;16.01.02;;Ae;0;5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 25;
1324;SQUIMAN;Squilla mantis;(Linnaeus, 1758);F;SQUIL Squil 5;;Bst;m;1, 6, 7, 8, 9, 10, 11, 15, 17, 18, 19, 20, 22, 23, 25;
1325;SQUTACU;Squatina aculeata;Cuvier, 1829;C;17.01.02;;Ae;0;8, 15, 22;
1326;SQUTOCL;Squatina oculata;Bonaparte, 1840;C;17.01.03;;Ae;0;15, 22;
1327;SQUTSPP;Squatina spp.;Duméril, 1806;C;17.1;;Ae;0;8;
1328;SQUTSQU;Squatina squatina;(Linnaeus, 1758);C;17.01.01;;Ae;0;7, 8, 15;
1329;STENSPI;Stenopus spinosus;Risso, 1827;Z;66;;B;m;9, 20, 22;2011 (9)
1330;STEPDIA;Stephanolepis diaspros;Fraser-Brunner, 1940;C / G;202.1.2 / 200;AL;Ao;0;22, 25;
1331;STERSCU;Sternaspis scutata;(Ranzani, 1817);R;p. 383 Tav. 147;;Epo;0;1, 9, 10, 18;2011 (9, 10)
1332;STICREG;Parastichopus regalis;(Cuvier, 1817);F;STICH Stich 1;e33;Eec;0;1, 2, 5, 6, 9, 10, 11, 15, 17, 18, 19;
1333;STOLLEU;Stoloteuthis leucoptera;(Verrill, 1878);F;SEPIOL;;C;0;1, 6, 9;
1334;STOMBOA;Stomias boa boa;(Risso, 1810);C;41.01.01;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 25;
1335;STROFIA;Stromateus fiatola;Linnaeus, 1758;C;179.01.01;;Ao;0;6, 9, 16, 19;
1336;STYECAN;Styela canopus;(Savigny, 1816);;;;Etu;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1337;STYEPLI;Styela plicata;(Lesueur, 1823);;;;Etu;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1338;STYESPP;Styela spp.;Fleming, 1822;F;STYEL;;Etu;0;18;2011 (18)
1339;STYLAFF;Stylocidaris affinis;(Philippi, 1845);R;p. 555 Tav. 221;;Eec;0;5, 9, 10, 11, 15, 18;2011 (10, 18)
1340;SUBECAR;Suberites carnosus;(Johnston, 1842);R;p. 111 Tav. 37;;Esp;0;7;
1341;SUBEDOM;Suberites domuncula;(Olivi, 1792);R;p. 111 Tav. 37;;Esp;0;1, 2, 5, 6, 9, 10, 11, 17, 18, 19;
1342;SUBEFIC;Suberites ficus;(Johnston, 1842);;;;Esp;;7, 8;2013 (7, 8)
1343;SUBESPP;Suberites spp.;Nardo, 1833;R;p. 111;;Esp;0;9, 17, 18, 19;
1344;SUDIHYA;Sudis hyalina;Rafinesque, 1810;C;63.05.01;;Ao;0;10, 15, 16, 18, 19, 22, 25;2011 (10, 18, 19)
1345;SYMBVER;Symbolophorus veranyi;(Moreau, 1888);C;58.19.01;;Ao;0;1, 5, 6, 7, 8, 9, 10, 16, 17, 18, 19, 20, 22;
1346;SYMDCIN;Symphodus cinereus;(Bonnaterre, 1788);C;145.09.03;;Ao;0;1, 5, 8, 9, 10, 11, 15, 16, 17, 19, 22, 25;
1347;SYMDDOD;Symphodus doderleini ;Jordan, 1890;;;;Ao;0;11, 25;2014 (11, 25)
1348;SYMDMED;Symphodus mediterraneus;(Linnaeus, 1758);C;145.09.06;;Ao;0;8, 11, 16, 17, 22, 25;
1349;SYMDOCE;Symphodus ocellatus;(Linnaeus, 1758);C;145.09.09;;Ao;0;8, 9, 11, 25;
1350;SYMDROI;Symphodus roissali;(Risso, 1810);C;145.09.11;;Ao;0;9, 10, 11, 17;2011 (9, 10)
1351;SYMDROS;Symphodus rostratus;(Bloch, 1791);C;145.09.01;;Ao;0;8, 25;
1352;SYMDSPP;Symphodus spp.;Rafinesque, 1810;;;;Ao;0;11, 17, 20, 22;2014 (11, 17, 20, 22)
1353;SYMDTIN;Symphodus tinca;(Linnaeus, 1758);C;145.09.12;;Ao;0;8, 11, 22, 25;
1354;SYMPLIG;Symphurus ligulatus;(Cocco, 1844);C;199.02.02;;Ao;0;1, 5, 6, 7, 8, 9, 10, 11, 15, 16, 18, 19, 20, 22;
1355;SYMPNIG;Symphurus nigrescens;Rafinesque, 1810;C;199.02.01;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1356;SYMPSPP;Symphurus spp.;Rafinesque, 1810;;;;Ao;0;11, 16, 20, 22;2014 (11, 20, 22)
1357;SYNAGAM;Synalpheus gambarelloides;(Nardo, 1847);;;;B;m;22;2014 (22)
1358;SYNDSAU;Synodus saurus;(Linnaeus, 1758);C;51.01.02;;Ao;0;1, 5, 6, 8, 9, 10, 11, 15, 16, 18, 19, 20, 22, 23, 25;
1359;SYNGABA;Syngnathus abaster;Risso, 1827;;;;Ao;0;16;2014 (16)
1360;SYNGACU;Syngnathus acus;Linnaeus, 1758;C;97.01.01;;Ao;0;1, 5, 6, 7, 8, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1361;SYNGPHL;Syngnathus phlegon;Risso, 1827;C;97.01.03;;Ao;0;6, 17, 22;
1362;SYNGSPP;Syngnathus spp.;Linnaeus, 1758;C;97.1;;Ao;0;7, 11, 17, 18, 20, 22;2011 (18)
1363;SYNGTAE;Syngnathus taenionotus;Canestrini, 1871;C;97.01.06;;Ao;0;7, 22;
1364;SYNGTEN;Syngnathus tenuirostris;Rathke, 1837  ;C;97.01.07;;Ao;0;17, 19;2011 (19)
1365;SYNGTYP;Syngnathus typhle;Linnaeus, 1758;C;97.01.08;;Ao;0;11, 17, 19, 22, 25;
1366;SYNOBLO;Synoicum blochmanni;(Heiden, 1894) ;;;?;Etu;;5;2014 (5)
1367;SYSTDEB;Systellaspis debilis;(A. Milne-Edwards, 1881);;;?;B;m;7;2013 (7)
1368;TECTFIL;Tectonatica sagraiana;(d'Orbigny, 1842);;;e34;Emg;;16;2013 (16)
1369;TELLALB;Tellina albicans;Gmelin, 1791;;;;Dmb;;19;2014 (19)
1370;TELLCRA;Arcopagia crassa;(Pennant, 1777);;;d35;Dmb;;16;2013 (16)
1371;TELLFAB;Tellina fabula;Gmelin, 1791;;;;Dmb;;16;2013 (16)
1372;TELLPLA;Tellina planata;Linnaeus, 1758;;;;Dmb;;16;2013 (16)
1373;TELLSPP;Tellina spp.;Linnaeus, 1758;F;TELL;;Dmb;0;1, 6, 10;
1374;TELMFOR;Telmatactis forskali;(Hemprich & Ehrenberg, 1834);R;p. 166 Tav. 60;;Ecn;0;18;2011 (18)
1375;TENAOBT;Tenagodus obtusus;(Schumacher, 1817);;;;Emg;;16;2013 (16)
1376;TERENAV;Teredo navalis;Linnaeus, 1758;;;;Emb;;16, 19;2013 (16)
1377;TETAAUR;Tethya aurantium;(Pallas, 1766);R;p. 109 Tav. 36;;Esp;0;1, 5, 6, 9, 18;2011 (9, 18)
1378;TETACIT;Tethya citrina;Sarà & Melone, 1965;R;p. 110 Tav. 36;;Esp;0;18;2011 (18)
1379;TETHFIM;Tethys fimbria;Linnaeus, 1767;R;p. 292 Tav. 112;;Emo;0;1, 5, 6, 7, 8, 9, 10, 17, 18, 19;
1380;TETYSUB;Tethyaster subinermis;(Philippi, 1837);;;;Eec;0;1, 2, 5, 6, 9, 10, 15, 18, 19;2011 (9, 10, 18)
1381;THAIDEM;Thalia democratica;(Forsskål, 1775);;;;Etu;;19;2014 (19)
1382;THALPAV ;Thalassoma pavo ;(Linnaeus, 1758);;;;Ao;0;17;2014 (17)
1383;THAMPOI;Thalamita poissonii;(Audouin, 1826);Y;118;? AL;B;m;22, 25;
1384;THENMUR;Thenea muricata;(Bowerbank, 1858);R;p. 108 Tav. 35;;Esp;0;1, 2, 5, 6, 9, 18, 19;2011 (9)
1385;THIASCU;Thia scutellata;(Fabricius, 1793) ;;;;B;m;22;2014 (22)
1386;THRAPHA;Thracia phaseolina;(Lamarck, 1818);;;;Emb;;1, 16, 19;2013 (1, 16)
1387;THRASPP;Thracia spp.;Blainville, 1824;;;;Emb;;16;2013 (16)
1388;THYNFUS;Thyone fusus;(O.F. Müller, 1776);;;;Eec;;16, 18;2013 (16, 18)
1389;THYOELO;Leptopentacta elongata;(Düben & Koren, 1844);R;p. 551 Tav. 218;e35;Eec;0;1, 6, 7, 8, 9, 10, 18;2011 (9, 18)
1390;THYOSPP;Leptopentacta spp.;Clark, 1938;;;e36;Eec;;16;2013 (16)
1391;THYOTER;Leptopentacta tergestina;(M. Sars, 1857);R;p. 551 Tav. 218;e37;Eec;0;1, 5, 6, 9, 10, 18;2011 (9)
1392;TODASAG;Todarodes sagittatus;(Lamarck, 1798);F;OMMAS Todarod;;C;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 17, 18, 19, 20, 22, 23, 25;
1393;TODIEBL;Todaropsis eblanae;(Ball, 1841);F;OMMAS Todarod;;C;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 17, 18, 19, 20, 22, 23, 25;
1394;TONNGAL;Tonna galea;(Linnaeus, 1758);F;TONN Tonn 1;;Dmg;0;6, 18, 19;2011 (18)
1395;TORPMAR;Torpedo marmorata;Risso, 1810;C;20.01.02;;Ae;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1396;TORPNOB;Torpedo nobiliana;Bonaparte, 1835;C;20.01.03;;Ae;0;1, 2, 6, 7, 8, 9, 11, 15, 16, 17, 19, 20, 22, 25;
1397;TORPSPP;Torpedo spp.;Houttuyn, 1764;C;20.1;;Ae;0;7, 8, 11, 17;
1398;TORPTOR;Torpedo torpedo;(Linnaeus, 1758);C;20.01.01;;Ae;0;1, 7, 8, 9, 10, 11, 16, 17, 18, 19, 20, 22, 25;
1399;TRACMED;Trachurus mediterraneus;(Steindachner, 1868);C;131.10.03;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1400;TRACPIC;Trachurus picturatus;(Bowdich, 1825);C;131.10.04;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1401;TRACTRA;Trachurus trachurus;(Linnaeus, 1758);C;131.10.01;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1402;TRAHARA;Trachinus araneus;Cuvier, 1829;C;148.01.02;;Ao;0;6, 7, 8, 9, 11, 16, 17, 20, 22;
1403;TRAHDRA;Trachinus draco;Linnaeus, 1758;C;148.01.01;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1404;TRAHRAD;Trachinus radiatus;Cuvier, 1829;C;148.01.03;;Ao;0;1, 2, 5, 6, 7, 8, 9, 11, 15, 16, 17, 18, 20, 22, 25;
1405;TRAPTRA;Trachipterus trachypterus;(Gmelin, 1789);C;107.01.01;;Ao;0;6, 17, 22;2013 (6)
1406;TRARTRA;Trachyrincus scabrus;(Rafinesque, 1810);C;99.01.01;a62;Ao;0;1, 2, 5, 6, 7, 8, 9, 11, 17, 18, 19, 25;
1407;TRAYCRI;Trachyscorpia cristulata echinata;(Köhler, 1896);C / G;184.7.1 / 98;? AL;Ao;0;1, 2;
1408;TRIGLUC;Chelidonichthys lucerna;(Linnaeus, 1758);C;185.01.02;a63;Ao;0;1, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1409;TRIGLYR;Trigla lyra;Linnaeus, 1758;C;185.01.01;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1410;TRIILEP;Trichiurus lepturus;Linnaeus, 1758;C;155.01.01;;Ao;0;25;
1411;TRILDAE;Triglidae;Risso, 1826;;;;Ao;0;16;2014 (16)
1412;TRIOHOM;Tritonia hombergii;Cuvier, 1803;;;?;Emo;;7;2013 (7)
1413;TRIPLAS;Trigloporus lastoviza;(Bonnaterre, 1788);C;185.05.01;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 18, 19, 20, 22, 23, 25;
1414;TRISCAP;Trisopterus capelanus;(Lacepède, 1800);C;101.11.01;;Ao;0;1, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23;
1415;TRISLUS;Trisopterus luscus;(Linnaeus, 1758);C;101.11.03;;Ao;0;6, 7;
1416;TRITNOD;Charonia lampas;(Linnaeus, 1758);F;CYM Char 1;d36;Dmg;0;1, 2, 5, 6, 7;
1417;TRIVMON;Trivia monacha;(Da Costa, 1778) ;;;;Emg;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1418;TROPMUR;Trophonopsis muricata;(Montagu, 1803);;;;Emg;;16;2013 (16)
1419;TROPSPP;Trophonopsis spp.;Bucquoy, Dautzenberg & Dollfus, 1882;;;;Emg;;16;2013 (16)
1420;TUBPSPP;Tubulipora spp.;Lamarck, 1816;;;;Ebr;;18;2014 (18)
1421;TUBUANN;Tubulanus annulatus;(Montagu, 1804);;;;Ene;;5;2013 (5)
1422;TUBUSPP;Tubulanus spp.;Renier, 1804;;;;Ene;;7;2013 (7)
1423;TURRCOM;Turritella communis;Risso, 1826;R;p. 246 Tav. 94;;Emg;0;1, 5, 6, 9, 17, 18;
1424;TURRSIM;Fusiturris similis;(Bivona, 1838);;;e38;Emg;0;1, 2, 6;
1425;TURRSPP;Turritella spp.;Lamarck, 1799;F;TURR;;Emg;0;1, 5, 6, 17;
1426;TURRTUR;Turritella turbona;Monterosato, 1877;;;;Emg;;5, 16;2013 (5)
1427;TYPTSPO;Typton spongicola;O.G. Costa, 1844;;;;B;;5, 6, 18;2013 (5, 6)
1428;ULVAOLI;Umbraulva olivascens;Furnari, 2006 ;;;v2;V;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1429;ULVASPP;Ulva spp.;Linnaeus, 1753;;;;V;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1430;UMBAMED;Umbraculum umbraculum;(Lightfoot, 1786);R;p. 287 Tav. 111;e39;Emo;0;1, 2, 5, 6;
1431;UMBRCAN;Umbrina canariensis;Valenciennes, 1843;C;137.04.02;;Ao;0;6, 15, 16;
1432;UMBRCIR;Umbrina cirrosa;(Linnaeus, 1758);C;137.04.01;;Ao;0;6, 9, 17;
1433;UMBRRON;Umbrina ronchus;Valenciennes, 1843;C;137.04.03;;Ao;0;6;
1434;UPENMOL;Upeneus moluccensis;(Bleeker, 1855);C / G;138.3.1 / 134;? AL;Ao;0;25;
1435;UPENPOR;Upeneus pori;Ben-Tuvia & Golani, 1989;G;136;? AL;Ao;0;25;2012 (25)
1436;UPOGPUS;Upogebia pusilla;(Petagna, 1792);;;;B;m;22;2014 (22)
1437;UPOGSPP;Upogebia spp.;Leach, 1814;;;;B;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1438;UPOGTIP;Upogebia tipica;(Nardo, 1869);;;;B;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1439;URANSCA;Uranoscopus scaber;Linnaeus, 1758;C;149.01.01;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1440;VALOMAC;Valonia macrophysa;Kützing, 1843 ;;;;V;;5;2013 (5)
1441;VALOSPP;Valonia spp.;C. Agardh, 1823;;;;V;;7, 8;2013 (7, 8)
1442;VALOUTR;Valonia utricularis; C. Agardh, 1823;;;;V;;5;2013 (5)
1443;VENEDEC;Ruditapes decussatus;(Linnaeus, 1758);;;d37;Dmb;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1444;VENESPP;Venerupis spp.;Lamarck, 1818;;;;Dmb;;1, 2, 5, 6, 16;2013 (16)
1445;VENTHAL;Kirchenpaueria halecioides;(Alder, 1859);;;e40;Ecn;;16;2013 (16)
1446;VENUNUX;Venus nux;Gmelin, 1791 ;;;;Dmb;;1, 5, 6;2013 (1, 5, 6)
1447;VENUSPP;Venus spp.;Linnaeus, 1758;F;VEN;;Dmb;0;1, 6;
1448;VENUVER;Venus verrucosa;Linnaeus, 1758;F;VEN Ven 1;;Dmb;0;5, 6, 19;
1449;VERECYN;Veretillum cynomorium;(Pallas, 1766) ;;;;Ecn;;1, 2, 5, 6;2013 (1, 2, 5, 6)
1450;VERESPP;Veretillum spp.;Cuvier, 1798;;;;Ecn;;7;2013 (7)
1451;VERTDAE;Veretillidae;Herklots, 1858;;;;Ecn;;1;2013 (1)
1452;VINCATT;Vinciguerria attenuata;(Cocco, 1838);C;37.12.01;;Ao;0;1, 6, 10, 11, 18, 19, 20, 22, 25;
1453;VINCPOW;Vinciguerria poweriae;(Cocco, 1838);C;37.12.03;;Ao;0;1, 6, 8, 9, 22, 23;
1454;VINCSPP;Vinciguerria spp.;Jordan & Evermann, 1896;C;37.12;;Ao;0;6, 20;2013 (6)
1455;VIRGMIR;Virgularia mirabilis;(Müller, 1776) ;;;;Ecn;;5, 6, 16;2013 (5, 6)
1456;XANHDAE;Xanthidae;MacLeay, 1838;;;;B;;1, 2, 5, 6, 25;2013 (1, 2, 5, 6)
1457;XANTCOU;Monodaeus couchii;(Couch, 1851);Z;400;b35;B;m;1, 2, 5, 6, 9, 10, 11, 18, 19, 20, 22;
1458;XANTPIL;Xantho pilipes;A. Milne-Edwards, 1867;Z;395;;B;m;5, 10;2011 (10)
1459;XANTPOR;Xantho poressa;(Olivi, 1792) ;;;;B;;5;2014 (5)
1460;XANTSPP;Xantho spp.;Leach, 1814;;;;B;;1, 6, 18;2013 (1, 6)
1461;XENOCRI;Xenophora crispa;(König, 1825);F;XENOPH;;Emg;m;1, 2, 5, 6;
1462;XIPHGLA;Xiphias gladius;Linnaeus, 1758;C;161.01.01;;Ao;0;5, 16;
1463;XYRINOV;Xyrichtys novacula;(Linnaeus, 1758);C;145.11.01;;Ao;0;10, 11, 16, 19, 22, 25;2011 (10, 19)
1464;ZANASPP;Zanardinia spp.;Nardo, 1857;;;;V;;5;2014 (5)
1465;ZANATYP;Zanardinia typus;Silva, 2000;;;;V;;1, 2, 5, 6 ;2013 (1, 2, 5, 6)
1466;ZEUSFAB;Zeus faber;Linnaeus, 1758;C;120.01.01;;Ao;0;1, 2, 5, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18, 19, 20, 22, 23, 25;
1467;ZOSTOPH;Zosterisessor ophiocephalus;(Pallas, 1814);C;162.26.01;;Ao;0;7;
1468;TORQFLA;;;;;;Ae;0;;
1469;CELOMYD;;;;;;R;0;;
1470;SPHYCHR;;;;;;Ao;0;;
